policy_id,customer_id,policy_type,premium_amount,start_date,end_date,status,channel
P02238,C0041,Motor,3500000,2023-08-06,2024-08-05,Expired,Agency
P02239,C0144,Life,6500000,2022-03-11,2023-03-11,Active,Agency
P02240,C0241,Travel,750000,2024-01-01,2024-12-31,Active,Digital
P02241,C0352,Motor,2700000,2023-02-27,2024-02-27,Active,Broker
P02242,C0427,Property,10000000,2023-06-22,2024-06-21,Lapsed,Bancassurance
P02243,C0213,Travel,1750000,2024-04-13,2025-04-13,Lapsed,Bancassurance
P02244,C0268,Health,6600000,2024-06-08,2025-06-08,Active,Bancassurance
P02245,C0025,Health,5850000,2023-07-26,2024-07-25,Active,Bancassurance
P02246,C0777,Property,4450000,2022-08-13,2023-08-13,Active,Bancassurance
P02247,C0397,Life,6500000,2022-11-27,2023-11-27,Lapsed,Agency
P02248,C0025,Travel,1650000,2023-05-20,2024-05-19,Lapsed,Direct
P02249,C0037,Health,2250000,2023-08-27,2024-08-26,Active,Bancassurance
P02250,C0719,Travel,1250000,2022-12-24,2023-12-24,Active,Direct
P02251,C0169,Motor,3300000,2024-04-28,2025-04-28,Lapsed,Bancassurance
P02252,C0763,Life,6750000,2023-10-05,2024-10-04,Expired,Digital
P02253,C0398,Motor,3450000,2023-06-08,2024-06-07,Active,Bancassurance
P02254,C0335,Travel,900000,2022-07-20,2023-07-20,Active,Broker
P02255,C0030,Health,5900000,2023-04-08,2024-04-07,Lapsed,Direct
P02256,C0190,Travel,1650000,2022-07-29,2023-07-29,Active,Agency
P02257,C0956,Property,12850000,2024-01-31,2025-01-30,Active,Bancassurance
P02258,C0853,Travel,1600000,2022-11-02,2023-11-02,Active,Direct
P02259,C0664,Motor,2750000,2022-02-25,2023-02-25,Active,Direct
P02260,C0318,Motor,2250000,2022-01-25,2023-01-25,Active,Bancassurance
P02261,C0512,Life,9000000,2022-07-31,2023-07-31,Lapsed,Digital
P02262,C0772,Property,14850000,2023-09-09,2024-09-08,Active,Broker
P02263,C0815,Property,10150000,2022-10-20,2023-10-20,Active,Agency
P02264,C0874,Travel,650000,2022-01-01,2023-01-01,Active,Direct
P02265,C0953,Health,7150000,2022-10-08,2023-10-08,Active,Digital
P02266,C0985,Property,8200000,2023-08-05,2024-08-04,Active,Agency
P02267,C0196,Health,4200000,2023-10-24,2024-10-23,Lapsed,Digital
P02268,C0023,Health,3700000,2023-11-01,2024-10-31,Active,Agency
P02269,C0468,Health,3800000,2022-09-27,2023-09-27,Active,Agency
P02270,C0179,Health,7300000,2023-05-03,2024-05-02,Active,Agency
P02271,C0891,Health,6350000,2023-04-12,2024-04-11,Expired,Direct
P02272,C0577,Motor,2450000,2023-12-21,2024-12-20,Lapsed,Agency
P02273,C0695,Life,4500000,2023-02-12,2024-02-12,Lapsed,Agency
P02274,C0477,Health,5000000,2024-04-30,2025-04-30,Lapsed,Bancassurance
P02275,C0673,Health,5450000,2022-02-15,2023-02-15,Active,Digital
P02276,C0822,Motor,4000000,2022-07-27,2023-07-27,Active,Agency
P02277,C0241,Motor,4850000,2022-07-12,2023-07-12,Lapsed,Agency
P02278,C0878,Health,7250000,2024-05-05,2025-05-05,Lapsed,Direct
P02279,C0869,Property,12700000,2024-01-03,2025-01-02,Active,Digital
P02280,C0468,Motor,1800000,2023-01-12,2024-01-12,Lapsed,Direct
P02281,C0744,Life,5600000,2023-01-16,2024-01-16,Expired,Direct
P02282,C0356,Life,5250000,2023-10-17,2024-10-16,Lapsed,Bancassurance
P02283,C0356,Travel,1100000,2023-04-24,2024-04-23,Active,Bancassurance
P02284,C0369,Property,11450000,2023-02-22,2024-02-22,Lapsed,Agency
P02285,C0341,Travel,900000,2022-05-21,2023-05-21,Active,Broker
P02286,C0697,Property,12300000,2024-06-01,2025-06-01,Active,Agency
P02287,C0641,Motor,3250000,2024-05-30,2025-05-30,Active,Direct
P02288,C0763,Motor,3400000,2024-05-01,2025-05-01,Active,Direct
P02289,C0211,Life,9850000,2024-03-22,2025-03-22,Lapsed,Agency
P02290,C0558,Property,13700000,2023-05-29,2024-05-28,Active,Direct
P02291,C0957,Health,5450000,2022-09-18,2023-09-18,Expired,Bancassurance
P02292,C0343,Life,7800000,2024-03-17,2025-03-17,Lapsed,Agency
P02293,C0383,Motor,4050000,2024-03-27,2025-03-27,Expired,Broker
P02294,C0225,Travel,1500000,2023-02-07,2024-02-07,Expired,Digital
P02295,C0232,Property,11550000,2022-04-19,2023-04-19,Lapsed,Bancassurance
P02296,C0993,Life,8000000,2024-03-23,2025-03-23,Expired,Agency
P02297,C0712,Property,5600000,2022-03-15,2023-03-15,Active,Bancassurance
P02298,C0555,Property,7350000,2022-08-03,2023-08-03,Active,Bancassurance
P02299,C0124,Health,2100000,2022-10-30,2023-10-30,Active,Bancassurance
P02300,C0974,Health,2400000,2023-04-09,2024-04-08,Active,Broker
P02301,C0715,Motor,3800000,2022-01-11,2023-01-11,Expired,Digital
P02302,C0312,Motor,2850000,2022-08-02,2023-08-02,Lapsed,Direct
P02303,C0630,Travel,1900000,2023-10-13,2024-10-12,Expired,Agency
P02304,C0328,Property,14750000,2023-05-27,2024-05-26,Active,Agency
P02305,C0817,Motor,3950000,2024-05-31,2025-05-31,Lapsed,Direct
P02306,C0636,Health,4550000,2023-08-25,2024-08-24,Active,Broker
P02307,C0778,Health,4300000,2023-05-15,2024-05-14,Active,Broker
P02308,C0252,Motor,3400000,2022-03-26,2023-03-26,Active,Broker
P02309,C0619,Property,12250000,2022-09-05,2023-09-05,Lapsed,Agency
P02310,C0721,Motor,2600000,2024-03-06,2025-03-06,Lapsed,Bancassurance
P02311,C0701,Travel,1100000,2022-01-11,2023-01-11,Active,Direct
P02312,C0071,Health,7600000,2023-04-01,2024-03-31,Expired,Bancassurance
P02313,C0398,Property,7000000,2023-08-02,2024-08-01,Expired,Agency
P02314,C0530,Motor,3550000,2023-12-16,2024-12-15,Lapsed,Bancassurance
P02315,C0041,Property,7250000,2022-06-16,2023-06-16,Active,Direct
P02316,C0159,Motor,3000000,2023-12-05,2024-12-04,Active,Bancassurance
P02317,C0397,Property,9350000,2022-01-06,2023-01-06,Active,Broker
P02318,C0349,Health,3800000,2022-08-17,2023-08-17,Expired,Broker
P02319,C0718,Life,8000000,2024-04-07,2025-04-07,Active,Agency
P02320,C0970,Life,3950000,2024-01-29,2025-01-28,Expired,Direct
P02321,C0814,Health,4650000,2023-01-11,2024-01-11,Lapsed,Agency
P02322,C0651,Travel,1850000,2023-01-13,2024-01-13,Expired,Agency
P02323,C0447,Property,9200000,2022-10-13,2023-10-13,Expired,Broker
P02324,C0899,Health,2400000,2022-09-27,2023-09-27,Active,Broker
P02325,C0929,Property,9600000,2022-09-07,2023-09-07,Active,Agency
P02326,C0192,Health,2950000,2023-08-08,2024-08-07,Active,Broker
P02327,C0490,Travel,1050000,2022-09-27,2023-09-27,Active,Bancassurance
P02328,C0041,Travel,1100000,2023-07-28,2024-07-27,Active,Bancassurance
P02329,C0719,Life,5100000,2024-02-04,2025-02-03,Lapsed,Agency
P02330,C0013,Motor,1700000,2024-03-18,2025-03-18,Active,Direct
P02331,C0311,Motor,3550000,2022-01-10,2023-01-10,Active,Digital
P02332,C0219,Life,9000000,2024-03-31,2025-03-31,Active,Broker
P02333,C0177,Property,9250000,2022-04-12,2023-04-12,Lapsed,Direct
P02334,C0150,Travel,1800000,2022-03-14,2023-03-14,Active,Direct
P02335,C0490,Life,9050000,2022-03-11,2023-03-11,Expired,Agency
P02336,C0772,Travel,750000,2023-10-04,2024-10-03,Lapsed,Digital
P02337,C0062,Life,8800000,2023-02-21,2024-02-21,Lapsed,Agency
P02338,C0198,Motor,4250000,2022-01-29,2023-01-29,Active,Broker
P02339,C0231,Property,10650000,2024-06-06,2025-06-06,Active,Broker
P02340,C0911,Travel,1900000,2023-06-06,2024-06-05,Lapsed,Bancassurance
P02341,C0510,Life,7200000,2022-10-22,2023-10-22,Active,Broker
P02342,C0576,Travel,550000,2022-03-09,2023-03-09,Active,Bancassurance
P02343,C0288,Health,4200000,2023-02-07,2024-02-07,Lapsed,Digital
P02344,C0335,Motor,4450000,2023-09-12,2024-09-11,Active,Broker
P02345,C0893,Travel,1250000,2024-02-15,2025-02-14,Expired,Direct
P02346,C0588,Travel,1400000,2024-03-15,2025-03-15,Active,Broker
P02347,C0999,Motor,1800000,2023-05-17,2024-05-16,Active,Direct
P02348,C0258,Travel,1400000,2022-03-06,2023-03-06,Active,Digital
P02349,C0321,Motor,3600000,2022-08-22,2023-08-22,Active,Bancassurance
P02350,C0197,Travel,800000,2022-11-10,2023-11-10,Active,Direct
P02351,C0435,Property,7050000,2023-09-05,2024-09-04,Active,Direct
P02352,C0303,Life,8600000,2023-12-06,2024-12-05,Active,Digital
P02353,C0818,Travel,1350000,2022-07-29,2023-07-29,Lapsed,Direct
P02354,C0741,Travel,750000,2024-01-12,2025-01-11,Active,Bancassurance
P02355,C0851,Life,7200000,2023-10-11,2024-10-10,Active,Bancassurance
P02356,C0496,Property,8100000,2023-02-06,2024-02-06,Active,Direct
P02357,C0261,Property,9900000,2022-05-30,2023-05-30,Expired,Agency
P02358,C0833,Motor,1950000,2023-01-21,2024-01-21,Expired,Broker
P02359,C0957,Health,2400000,2024-04-11,2025-04-11,Active,Broker
P02360,C0598,Property,14300000,2023-07-18,2024-07-17,Active,Direct
P02361,C0053,Travel,1150000,2022-09-30,2023-09-30,Lapsed,Broker
P02362,C0397,Travel,650000,2023-03-24,2024-03-23,Active,Agency
P02363,C0779,Life,4250000,2023-01-06,2024-01-06,Active,Agency
P02364,C0549,Health,3650000,2023-07-16,2024-07-15,Active,Bancassurance
P02365,C0434,Health,7550000,2023-12-05,2024-12-04,Active,Agency
P02366,C0346,Travel,600000,2022-04-25,2023-04-25,Expired,Digital
P02367,C0226,Motor,3000000,2022-08-25,2023-08-25,Expired,Direct
P02368,C0363,Travel,1650000,2023-07-20,2024-07-19,Active,Bancassurance
P02369,C0781,Health,5300000,2022-11-21,2023-11-21,Active,Bancassurance
P02370,C0018,Property,6250000,2023-09-24,2024-09-23,Active,Agency
P02371,C0829,Travel,1600000,2022-10-04,2023-10-04,Lapsed,Agency
P02372,C0227,Health,3500000,2023-02-21,2024-02-21,Active,Broker
P02373,C0940,Travel,750000,2022-06-27,2023-06-27,Active,Digital
P02374,C0316,Health,2000000,2023-11-19,2024-11-18,Lapsed,Direct
P02375,C0219,Travel,1750000,2023-04-02,2024-04-01,Active,Agency
P02376,C0454,Health,4450000,2023-03-31,2024-03-30,Active,Broker
P02377,C0555,Travel,1650000,2022-01-24,2023-01-24,Active,Bancassurance
P02378,C0537,Property,8800000,2024-06-15,2025-06-15,Active,Digital
P02379,C0398,Health,5000000,2023-09-23,2024-09-22,Lapsed,Direct
P02380,C0080,Life,5600000,2023-12-22,2024-12-21,Expired,Broker
P02381,C0224,Life,8500000,2022-08-01,2023-08-01,Active,Digital
P02382,C0298,Property,7000000,2024-01-03,2025-01-02,Active,Broker
P02383,C0703,Travel,1800000,2022-01-25,2023-01-25,Expired,Bancassurance
P02384,C0023,Health,4700000,2024-03-30,2025-03-30,Lapsed,Direct
P02385,C0503,Motor,2750000,2022-01-21,2023-01-21,Lapsed,Broker
P02386,C0357,Property,5000000,2022-09-19,2023-09-19,Active,Digital
P02387,C0491,Motor,4700000,2022-09-24,2023-09-24,Active,Bancassurance
P02388,C0530,Life,9000000,2023-10-23,2024-10-22,Expired,Direct
P02389,C0374,Life,8900000,2023-01-26,2024-01-26,Active,Bancassurance
P02390,C0095,Health,6250000,2022-06-12,2023-06-12,Expired,Direct
P02391,C0955,Health,3500000,2023-06-22,2024-06-21,Active,Broker
P02392,C0447,Life,5050000,2024-05-29,2025-05-29,Active,Bancassurance
P02393,C0534,Life,5850000,2022-06-20,2023-06-20,Active,Bancassurance
P02394,C0671,Health,5750000,2023-08-10,2024-08-09,Active,Digital
P02395,C0917,Travel,1200000,2023-03-10,2024-03-09,Active,Bancassurance
P02396,C0618,Health,6850000,2022-07-20,2023-07-20,Active,Agency
P02397,C0184,Health,3600000,2024-03-12,2025-03-12,Expired,Agency
P02398,C0741,Property,10100000,2023-01-13,2024-01-13,Active,Bancassurance
P02399,C0806,Travel,1900000,2022-09-09,2023-09-09,Active,Digital
P02400,C0833,Life,8350000,2023-06-10,2024-06-09,Active,Direct
P02401,C0139,Travel,1850000,2023-02-08,2024-02-08,Active,Agency
P02402,C0248,Property,5700000,2022-05-16,2023-05-16,Expired,Digital
P02403,C0252,Travel,1650000,2023-04-19,2024-04-18,Lapsed,Bancassurance
P02404,C0656,Health,6300000,2022-06-15,2023-06-15,Expired,Agency
P02405,C0001,Health,7900000,2022-05-20,2023-05-20,Active,Broker
P02406,C0773,Travel,1700000,2023-11-25,2024-11-24,Lapsed,Direct
P02407,C0538,Travel,1600000,2024-06-29,2025-06-29,Lapsed,Direct
P02408,C0736,Motor,4250000,2023-08-15,2024-08-14,Lapsed,Digital
P02409,C0516,Travel,1900000,2022-06-20,2023-06-20,Lapsed,Bancassurance
P02410,C0377,Health,3250000,2023-09-07,2024-09-06,Active,Agency
P02411,C0385,Travel,1850000,2023-01-27,2024-01-27,Active,Digital
P02412,C0769,Health,3900000,2022-07-23,2023-07-23,Active,Bancassurance
P02413,C0151,Property,12550000,2024-02-08,2025-02-07,Lapsed,Direct
P02414,C0406,Life,7550000,2022-11-06,2023-11-06,Active,Bancassurance
P02415,C0259,Health,7400000,2023-03-26,2024-03-25,Lapsed,Broker
P02416,C0904,Property,11850000,2023-01-16,2024-01-16,Active,Broker
P02417,C0252,Life,5900000,2022-02-22,2023-02-22,Active,Agency
P02418,C0477,Motor,2800000,2022-12-25,2023-12-25,Lapsed,Broker
P02419,C0841,Health,5600000,2022-12-30,2023-12-30,Expired,Direct
P02420,C0868,Property,4450000,2024-06-08,2025-06-08,Lapsed,Agency
P02421,C0945,Motor,2650000,2022-11-14,2023-11-14,Expired,Bancassurance
P02422,C0763,Health,7950000,2022-05-30,2023-05-30,Expired,Digital
P02423,C0646,Health,2150000,2022-08-12,2023-08-12,Expired,Digital
P02424,C0818,Health,4700000,2022-12-09,2023-12-09,Expired,Broker
P02425,C0377,Motor,3700000,2022-10-19,2023-10-19,Active,Direct
P02426,C0777,Travel,700000,2023-03-25,2024-03-24,Lapsed,Broker
P02427,C0562,Travel,550000,2024-03-09,2025-03-09,Expired,Direct
P02428,C0956,Health,8000000,2022-06-07,2023-06-07,Lapsed,Digital
P02429,C0274,Property,12050000,2023-10-13,2024-10-12,Active,Bancassurance
P02430,C0283,Life,3650000,2023-01-29,2024-01-29,Lapsed,Bancassurance
P02431,C0977,Health,2250000,2022-01-13,2023-01-13,Active,Bancassurance
P02432,C0819,Property,10250000,2023-03-04,2024-03-03,Active,Broker
P02433,C0001,Travel,1350000,2022-08-04,2023-08-04,Active,Bancassurance
P02434,C0806,Health,3600000,2023-05-10,2024-05-09,Active,Bancassurance
P02435,C0948,Property,14050000,2022-06-19,2023-06-19,Lapsed,Agency
P02436,C0921,Health,6000000,2024-04-11,2025-04-11,Active,Direct
P02437,C0591,Motor,4500000,2022-09-22,2023-09-22,Expired,Direct
P02438,C0540,Motor,3700000,2022-12-01,2023-12-01,Active,Direct
P02439,C0609,Travel,1500000,2024-04-05,2025-04-05,Active,Bancassurance
P02440,C0337,Health,4600000,2022-10-06,2023-10-06,Expired,Digital
P02441,C0053,Property,14700000,2023-02-19,2024-02-19,Expired,Digital
P02442,C0569,Motor,1850000,2022-06-01,2023-06-01,Active,Bancassurance
P02443,C0949,Life,6250000,2022-06-06,2023-06-06,Active,Direct
P02444,C0410,Travel,1050000,2024-01-31,2025-01-30,Lapsed,Direct
P02445,C0167,Motor,2550000,2022-09-06,2023-09-06,Expired,Broker
P02446,C0059,Health,6650000,2024-06-29,2025-06-29,Lapsed,Broker
P02447,C0032,Property,5700000,2023-04-30,2024-04-29,Active,Digital
P02448,C0901,Health,3850000,2023-05-14,2024-05-13,Lapsed,Broker
P02449,C0870,Travel,800000,2023-03-17,2024-03-16,Active,Digital
P02450,C0345,Life,7250000,2022-06-18,2023-06-18,Active,Direct
P02451,C0085,Motor,3600000,2024-05-23,2025-05-23,Active,Agency
P02452,C0154,Health,6800000,2022-01-09,2023-01-09,Expired,Broker
P02453,C0828,Property,13850000,2024-03-23,2025-03-23,Active,Agency
P02454,C0137,Health,4850000,2022-02-03,2023-02-03,Active,Digital
P02455,C0042,Motor,3850000,2022-03-31,2023-03-31,Active,Digital
P02456,C0085,Motor,1850000,2023-08-20,2024-08-19,Active,Direct
P02457,C0809,Health,6950000,2022-07-16,2023-07-16,Active,Broker
P02458,C0299,Property,5200000,2023-08-31,2024-08-30,Expired,Direct
P02459,C0142,Health,7000000,2022-10-19,2023-10-19,Active,Broker
P02460,C0659,Travel,1800000,2022-06-11,2023-06-11,Expired,Agency
P02461,C0291,Property,10650000,2023-12-07,2024-12-06,Active,Broker
P02462,C0485,Motor,3850000,2023-12-13,2024-12-12,Lapsed,Digital
P02463,C0723,Travel,950000,2023-11-01,2024-10-31,Lapsed,Broker
P02464,C0317,Life,8550000,2024-05-17,2025-05-17,Active,Bancassurance
P02465,C0159,Life,6250000,2023-12-22,2024-12-21,Active,Agency
P02466,C0152,Health,5550000,2022-05-01,2023-05-01,Active,Broker
P02467,C0290,Life,4050000,2022-03-17,2023-03-17,Active,Digital
P02468,C0446,Travel,850000,2023-05-09,2024-05-08,Lapsed,Agency
P02469,C0960,Travel,1600000,2022-11-06,2023-11-06,Active,Broker
P02470,C0197,Health,4200000,2023-02-05,2024-02-05,Active,Agency
P02471,C0823,Health,2200000,2024-05-23,2025-05-23,Active,Broker
P02472,C0675,Life,8700000,2023-04-20,2024-04-19,Lapsed,Digital
P02473,C0764,Property,5450000,2022-12-01,2023-12-01,Lapsed,Digital
P02474,C0008,Travel,1800000,2022-07-08,2023-07-08,Active,Digital
P02475,C0343,Property,5050000,2024-06-15,2025-06-15,Active,Agency
P02476,C0508,Life,4700000,2023-09-11,2024-09-10,Active,Bancassurance
P02477,C0010,Life,5950000,2024-02-29,2025-02-28,Active,Digital
P02478,C0108,Travel,1050000,2022-01-03,2023-01-03,Lapsed,Direct
P02479,C0697,Life,4500000,2022-12-07,2023-12-07,Expired,Digital
P02480,C0605,Travel,1100000,2023-06-26,2024-06-25,Expired,Direct
P02481,C0820,Life,6050000,2024-01-19,2025-01-18,Active,Broker
P02482,C0774,Travel,1300000,2023-07-06,2024-07-05,Lapsed,Agency
P02483,C0604,Motor,2650000,2023-02-22,2024-02-22,Active,Broker
P02484,C0624,Property,14200000,2024-06-24,2025-06-24,Expired,Bancassurance
P02485,C0461,Motor,4400000,2022-08-17,2023-08-17,Active,Digital
P02486,C0927,Health,6900000,2023-11-16,2024-11-15,Expired,Digital
P02487,C0235,Property,6900000,2023-06-28,2024-06-27,Active,Bancassurance
P02488,C0441,Property,6650000,2022-01-03,2023-01-03,Active,Agency
P02489,C0963,Motor,3350000,2023-07-14,2024-07-13,Lapsed,Agency
P02490,C0814,Travel,1800000,2024-01-21,2025-01-20,Active,Direct
P02491,C0219,Health,5000000,2023-08-18,2024-08-17,Expired,Direct
P02492,C0241,Motor,4250000,2024-05-25,2025-05-25,Lapsed,Direct
P02493,C0206,Motor,2100000,2023-11-03,2024-11-02,Active,Broker
P02494,C0970,Health,3950000,2022-09-09,2023-09-09,Lapsed,Agency
P02495,C0749,Health,2800000,2024-02-07,2025-02-06,Active,Bancassurance
P02496,C0166,Motor,3850000,2023-03-02,2024-03-01,Lapsed,Bancassurance
P02497,C0955,Life,5550000,2024-02-23,2025-02-22,Active,Digital
P02498,C0071,Travel,1550000,2023-10-17,2024-10-16,Active,Bancassurance
P02499,C0977,Health,7100000,2022-01-04,2023-01-04,Active,Agency
P02500,C0784,Motor,4900000,2022-04-27,2023-04-27,Lapsed,Digital
P02501,C0799,Health,5000000,2024-05-05,2025-05-05,Expired,Broker
P02502,C0630,Travel,700000,2023-11-16,2024-11-15,Active,Agency
P02503,C0181,Motor,4250000,2022-12-28,2023-12-28,Lapsed,Bancassurance
P02504,C0019,Travel,1900000,2024-01-13,2025-01-12,Expired,Agency
P02505,C0165,Health,2950000,2022-12-17,2023-12-17,Expired,Direct
P02506,C0647,Life,6350000,2024-02-15,2025-02-14,Active,Agency
P02507,C0775,Motor,4500000,2024-03-22,2025-03-22,Lapsed,Agency
P02508,C0218,Travel,1650000,2023-02-17,2024-02-17,Active,Bancassurance
P02509,C0601,Travel,1450000,2024-03-03,2025-03-03,Active,Bancassurance
P02510,C0397,Property,10150000,2023-04-14,2024-04-13,Active,Digital
P02511,C0464,Life,9300000,2022-02-07,2023-02-07,Active,Agency
P02512,C0957,Travel,1050000,2023-11-12,2024-11-11,Active,Digital
P02513,C0993,Property,12250000,2022-01-08,2023-01-08,Active,Broker
P02514,C0609,Health,2800000,2022-04-09,2023-04-09,Expired,Direct
P02515,C0507,Health,5550000,2023-04-30,2024-04-29,Expired,Direct
P02516,C0034,Motor,1900000,2024-04-10,2025-04-10,Active,Bancassurance
P02517,C0301,Motor,3400000,2023-03-12,2024-03-11,Active,Agency
P02518,C0988,Health,7650000,2023-11-12,2024-11-11,Active,Digital
P02519,C0349,Property,15000000,2022-10-15,2023-10-15,Lapsed,Agency
P02520,C0316,Travel,1050000,2023-05-26,2024-05-25,Active,Broker
P02521,C0336,Health,2150000,2022-10-19,2023-10-19,Active,Agency
P02522,C0614,Life,9500000,2023-09-10,2024-09-09,Active,Digital
P02523,C0787,Health,2550000,2022-09-28,2023-09-28,Active,Digital
P02524,C0597,Health,3100000,2022-08-06,2023-08-06,Active,Bancassurance
P02525,C0779,Health,3650000,2024-05-11,2025-05-11,Expired,Direct
P02526,C0958,Health,6850000,2023-07-17,2024-07-16,Expired,Direct
P02527,C0305,Motor,4650000,2023-11-05,2024-11-04,Active,Broker
P02528,C0431,Health,3850000,2024-06-18,2025-06-18,Active,Digital
P02529,C0071,Motor,4100000,2022-05-21,2023-05-21,Active,Direct
P02530,C0044,Health,2650000,2023-05-04,2024-05-03,Lapsed,Digital
P02531,C0163,Property,9950000,2022-09-28,2023-09-28,Expired,Direct
P02532,C0190,Life,3550000,2022-06-22,2023-06-22,Expired,Agency
P02533,C0726,Health,4800000,2024-01-17,2025-01-16,Active,Bancassurance
P02534,C0006,Travel,850000,2023-02-22,2024-02-22,Expired,Digital
P02535,C0863,Travel,1700000,2024-03-05,2025-03-05,Active,Broker
P02536,C0217,Travel,850000,2023-03-17,2024-03-16,Expired,Broker
P02537,C0353,Life,8800000,2022-10-27,2023-10-27,Active,Broker
P02538,C0295,Travel,1100000,2023-08-16,2024-08-15,Active,Bancassurance
P02539,C0724,Travel,1800000,2022-05-08,2023-05-08,Lapsed,Digital
P02540,C0416,Travel,1250000,2022-04-28,2023-04-28,Expired,Bancassurance
P02541,C0189,Motor,3900000,2023-08-14,2024-08-13,Expired,Agency
P02542,C0237,Life,3950000,2022-02-11,2023-02-11,Active,Agency
P02543,C0989,Health,6100000,2022-05-17,2023-05-17,Active,Digital
P02544,C0216,Health,5450000,2023-10-30,2024-10-29,Active,Agency
P02545,C0458,Property,5200000,2022-07-31,2023-07-31,Active,Bancassurance
P02546,C0421,Health,7200000,2022-11-29,2023-11-29,Lapsed,Direct
P02547,C0879,Motor,3050000,2022-07-26,2023-07-26,Active,Bancassurance
P02548,C0682,Property,7900000,2024-06-09,2025-06-09,Active,Broker
P02549,C0051,Property,14450000,2023-03-24,2024-03-23,Active,Agency
P02550,C0801,Property,9100000,2022-03-04,2023-03-04,Active,Broker
P02551,C0114,Travel,950000,2023-02-28,2024-02-28,Active,Bancassurance
P02552,C0788,Motor,2500000,2023-03-13,2024-03-12,Active,Broker
P02553,C0357,Travel,600000,2023-04-11,2024-04-10,Active,Bancassurance
P02554,C0283,Property,6200000,2024-06-03,2025-06-03,Lapsed,Broker
P02555,C0449,Motor,2050000,2022-08-14,2023-08-14,Active,Agency
P02556,C0225,Life,7500000,2023-01-29,2024-01-29,Expired,Direct
P02557,C0380,Life,3750000,2024-01-09,2025-01-08,Expired,Digital
P02558,C0529,Health,3650000,2023-11-06,2024-11-05,Active,Broker
P02559,C0110,Health,2400000,2024-06-25,2025-06-25,Active,Digital
P02560,C0981,Motor,4350000,2024-02-15,2025-02-14,Expired,Direct
P02561,C0944,Travel,1700000,2023-06-27,2024-06-26,Active,Broker
P02562,C0336,Travel,500000,2022-01-21,2023-01-21,Expired,Broker
P02563,C0199,Travel,1000000,2023-05-08,2024-05-07,Active,Agency
P02564,C0258,Motor,4000000,2023-03-12,2024-03-11,Active,Direct
P02565,C0863,Life,7400000,2023-11-17,2024-11-16,Expired,Direct
P02566,C0484,Travel,1050000,2023-01-25,2024-01-25,Expired,Bancassurance
P02567,C0345,Life,5250000,2024-05-28,2025-05-28,Active,Broker
P02568,C0234,Life,6750000,2023-05-20,2024-05-19,Lapsed,Direct
P02569,C0579,Health,6150000,2022-04-16,2023-04-16,Active,Bancassurance
P02570,C0479,Property,13550000,2022-07-29,2023-07-29,Lapsed,Direct
P02571,C0452,Health,2600000,2023-07-16,2024-07-15,Active,Bancassurance
P02572,C0038,Life,4550000,2022-04-10,2023-04-10,Active,Agency
P02573,C0659,Travel,1100000,2022-10-15,2023-10-15,Expired,Broker
P02574,C0627,Life,3650000,2022-08-31,2023-08-31,Active,Agency
P02575,C0765,Motor,4250000,2023-07-04,2024-07-03,Active,Agency
P02576,C0172,Property,11600000,2023-07-09,2024-07-08,Active,Broker
P02577,C0339,Life,8550000,2024-06-27,2025-06-27,Active,Agency
P02578,C0285,Travel,1350000,2023-08-13,2024-08-12,Active,Broker
P02579,C0464,Motor,4750000,2024-02-11,2025-02-10,Expired,Bancassurance
P02580,C0586,Health,6450000,2023-10-05,2024-10-04,Active,Digital
P02581,C0240,Life,4200000,2022-06-10,2023-06-10,Active,Bancassurance
P02582,C0136,Life,8800000,2022-07-22,2023-07-22,Active,Broker
P02583,C0634,Health,5950000,2022-08-20,2023-08-20,Active,Agency
P02584,C0210,Health,6350000,2024-01-12,2025-01-11,Active,Digital
P02585,C0854,Property,5700000,2022-03-06,2023-03-06,Active,Broker
P02586,C0036,Property,4100000,2023-01-19,2024-01-19,Expired,Bancassurance
P02587,C0162,Property,5200000,2024-02-22,2025-02-21,Active,Agency
P02588,C0235,Life,5900000,2023-03-22,2024-03-21,Active,Digital
P02589,C0694,Travel,1550000,2024-06-24,2025-06-24,Expired,Direct
P02590,C0464,Travel,2000000,2024-06-26,2025-06-26,Active,Direct
P02591,C0977,Travel,1500000,2022-08-09,2023-08-09,Lapsed,Broker
P02592,C0456,Life,7300000,2024-03-24,2025-03-24,Active,Digital
P02593,C0818,Motor,3600000,2024-01-22,2025-01-21,Active,Bancassurance
P02594,C0549,Property,7250000,2024-03-02,2025-03-02,Lapsed,Agency
P02595,C0130,Travel,650000,2023-12-13,2024-12-12,Active,Bancassurance
P02596,C0574,Travel,1900000,2022-04-26,2023-04-26,Lapsed,Broker
P02597,C0139,Travel,1550000,2024-04-16,2025-04-16,Active,Direct
P02598,C0819,Life,6750000,2022-08-26,2023-08-26,Active,Bancassurance
P02599,C0557,Health,5050000,2023-09-14,2024-09-13,Active,Bancassurance
P02600,C0538,Travel,1350000,2022-12-14,2023-12-14,Expired,Agency
P02601,C0140,Motor,2400000,2023-07-17,2024-07-16,Active,Agency
P02602,C0211,Property,9400000,2024-05-08,2025-05-08,Active,Bancassurance
P02603,C0453,Health,5100000,2023-10-02,2024-10-01,Active,Broker
P02604,C0330,Travel,600000,2024-02-18,2025-02-17,Lapsed,Bancassurance
P02605,C0031,Motor,4950000,2022-12-12,2023-12-12,Active,Agency
